Outlet,Address,Postcode,Sub area,Area,State,Location category,Location description,Other remarks
Malim Yoon Lai Garden House,"C 6107, Jalan Malim, Malacca City, Malaysia",75300,Malim,Malacca City,Melaka,Food & Beverage,Outdoor seating,None
我家餐館Our Kitchen Nyonya Restaurant,"15, Jalan Hang Lekir, 75300 Melaka",75300,Jalan Hang Lekir,Malacca City,Melaka,Food & Beverage,Indoor seating,Carrier / Stroller
Restaurant Hock Chin,"38, Jalan Jasa Merdeka 32, Taman Datuk Tamby Chik Karim, 75350 Melaka",75350,Taman Tambi Chik Karim,Batu Berendam,Melaka,Food & Beverage,Outdoor seating,None
Thai Delicious Bbq & Steamboat,"22, Jalan Mp4, Taman Merdeka Permai, 75350 Melaka",75350,Taman Merdeka Permai,Batu Berendam,Melaka,Food & Beverage,Outdoor seating,None
Uncle Jang Korean Restaurant Melaka,"no 111, 1, Jalan Lagenda 1, taman 1 lagenda, 75400 Malacca",75400,Jalan Lagenda,Malacca City,Melaka,Food & Beverage,Outdoor seating,None
Bert's Garden,"2078-C, Jalan Kampung Pinang B, 76400 Tanjung Kling, Melaka",76400,Tanjung Kling,Klebang,Melaka,Food & Beverage,Outdoor seating,Carrier / Stroller
Tam’s Durian Farm & Campsite,"36, Jalan Kampung Ayer Merbau 7, Kampung kongsai, 77200 Jasin, Melaka",77200,Jasin,Jasin,Melaka,Camping; Glamping,,None
TASIXI Hong Kong Dim Sum,"58, Jalan Eko Botani 3/2, 79100 Gelang Patah, Johor",79100,Eco Botanic,Iskandar Puteri,Johor,Food & Beverage,Outdoor seating,None
Fika Farmhouse,"Y2, 1, Jalan Hijauan 1, Horizon Hills, 79100 Iskandar Puteri, Johor",79100,Horizon Hills,Iskandar Puteri,Johor,Food & Beverage,Outdoor seating,None
Mexico Restaurant,"23, Jalan Hijauan 3, Horizon Hills, 79100 Iskandar Puteri, Johor",79100,Horizon Hills,Iskandar Puteri,Johor,Food & Beverage,Outdoor seating,None
Pan Kobo Japanese Bakery,"5, Jalan Hijauan 3, Horizon Hills, 79100 Iskandar Puteri, Johor",79100,Horizon Hills,Iskandar Puteri,Johor,Food & Beverage,Outdoor seating,None
TreeSea By 3C Cafe,"31, Jalan Hijauan 3, Horizon Hills, 79100 Iskandar Puteri, Johor",79100,Horizon Hills,Iskandar Puteri,Johor,Food & Beverage,Outdoor seating,None
off day cafe,"57, Jalan Eko Botani 3/7, 79100 Gelang Patah, Johor",79100,Eco Botanic,Iskandar Puteri,Johor,Food & Beverage,Indoor seating; Outdoor seating,None
卡乐巴巴 COLOBABA Eko botani JB,"25, Jalan Eko Botani 3/4, 79100 Gelang Patah, Johor",79100,Eco Botanic,Iskandar Puteri,Johor,Food & Beverage,Indoor seating,None
黑台客 Ocdaka Eco Palladium（台南肉燥飯。便當小吃。台式茶飲）,"K-01-01, Pusat Perdagangan Ekoflora 7/3, Jalan Ekoflora Utama, 81100 Johor Bahru, Johor",80000,Ekoflora,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Old Times Recipe 老臣子,"107, Jalan Sri Pelangi, Taman Pelangi, 80400 Johor Bahru, Johor",80050,Taman Pelangi,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
Horti Plant Enterprise,"21, Jalan Ponderosa 2/2, Taman Ponderosa, 81100 Johor Bahru, Johor",80150,Taman Ponderosa,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
Loft Cafe by V,"75, Jalan Impian Emas 5/1, Taman Impian Emas, 81300 Johor Bahru, Johor",80250,Taman Impian Emas,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Bottega JB,"8, Jalan Meranti, Taman Melodies, 80250 Johor Bahru, Johor",80250,Taman Melodies,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Kayuapi by Naughty Bali,"195, Jalan Dato Sulaiman, Taman Abad, 80250 Johor Bahru, Johor",80250,Taman Abad,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Permas City Walks,"Lot 2111, Jalan Permas Utara, Bandar Baru Permas Jaya, 81750 Johor Bahru, Johor",80250,Permas Jaya,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Restoran Woon Kiang,"SH-G-06, Taman Impian Stulang, Jalan Pandan, Taman Stulang Laut, 80300 Johor Bahru, Johor",80250,Taman Impian Stulang,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
The CaMp 4Season Outdoor Park,"15-43, Jln Jelutong, Taman Melodies, 80250 Johor Bahru, Johor",80250,Taman Melodies,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Cheelicious Bakery & Cafe,"55, Jalan Kuning 2, Taman Pelangi, 80400 Johor Bahru, Johor",80400,Taman Pelangi,Johor Bahru,Johor,Food & Beverage,Outdoor seating,Reservation required
SOI 18 PELANGI,"127, Jalan Serampang, Taman Pelangi, 80050 Johor Bahru, Johor",80400,Taman Pelangi,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Sweet Home Kopitiam,"46, Jalan Perang, Taman Pelangi, 80400 Johor Bahru, Johor",80400,Taman Pelangi,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
The Brew Orchestra,"19, Jalan Molek 1/5C, Taman Molek, 81100 Johor Bahru, Johor",80400,Taman Molek,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
MKe Harmony Cafe,"5457A, Jalan Kenari 20, Bandar Putra, 81000 Kulai, Johor",81000,Kulai,Kulai,Johor,Food & Beverage,Indoor seating,Carrier / Stroller
Pantai Tanjung Balau,"Tanjung Balau, 81930 Kota Tinggi, Johor",81000,Kota Tinggi,Kota Tinggi,Johor,Beach,,None
Putuo Village,"1488, Jalan Kampung, Off, Jalan Kota Tinggi - Kluang, Felda Taib Andak, 81000 Kulai, Johor",81000,Kulai,Kulai,Johor,Activity,,Carrier / Stroller
惠安小食馆,"70, Jalan Kelapa Sawit 3, Kampung Sri Paya, 81000 Kulai, Johor Darul Ta'zim",81000,Kulai,Kulai,Johor,Food & Beverage,Outdoor seating,None
夯霸台式碳烤 HANG BA TAIWAN BBQ - ECO PALLADIUM,"01-11, Blok A, Pusat Perdagangan Ekoflora, Jln Ekoflora 7/3, 81100 Johor Bahru, Johor Darul Ta'zim",81100,Ekoflora,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Auntie Lim Kopitiam,"93, Jalan Molek 1/29, Taman Molek, 81100 Johor Bahru, Johor",81100,Taman Molek,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Beans.factory,"PTD168346, Jalan Austin Heights 8/4, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Belly Bar Molek,"44-01, Jalan Molek 2/3, Taman Molek, 81100 Johor Bahru, Johor",81100,Taman Molek,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Cafe En Couple,"22-01, Jalan Austin Heights 8/2, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
CHEFRecipe,"Ground Floor, 20 & 26, Jalan Austin Heights 8/6, Taman Mount Austin, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Hayashi Japanese Restaurant 林日式料理,"Molek Pine 4, Lot B3-01-02, No 7, 3 Apartment,, Jalan Molek 1/27, Taman Molek, 81100 Johor Bahru, Johor",81100,Taman Molek,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
IKAR GOURMET FISH NOODLE Cfl ikar sdn bhd,"A-01-02, Pusat Perdagangan Ekoflora, Jalan Ekoflora 7/3. Taman Ekoflora, 81100, Johor Bahru",81100,Ekoflora,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Morihana Pastry 森花手工烘焙,"Lot B, Jalan Ekoflora Utama, Taman Ekoflora, 81100 Johor Bahru, Johor",81100,Ekoflora,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Noodle Face A Meatless Cuisine,"G-08, Blok B, Akademik Suite, Jalan Austin Heights Utama, Taman Mount Austin, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Pandan Noodles@Molek 班蘭云吞面,"23, Jalan Molek 1/9, Taman Molek, 81100 Johor Bahru, Johor",81100,Taman Molek,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
ShinYo . 神洋,"no7, Jalan Austin Heights 8/4, Taman Mount Austin, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Soil JB,"Unit SL009, Spring Lab, Lot A (GF, Jalan Ekoflora Utama, Taman Ekoflora, 81100 Johor Bahru, Johor",81100,Ekoflora,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Home Fried Chicken 万孚新村炸鸡饭,"17, J102, Kampung Baru Ban Foo, 81800 Ulu Tiram, Johor",81100,Ban Foo,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Hong Kong Boy Restaurant,"2, Jalan Dedap 22, Johor Jaya, 81100 Johor Bahru, Johor",81100,Johor Jaya,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Coffee Garden,"32, Jalan Austin Heights 8/6, Taman JP Perdana, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Indoor seating; Outdoor seating,Carrier / Stroller
Cubica Pets United,"12, Jalan Kempas Lama 1, Off, Jalan Kempas Lama, 81300 Johor Bahru, Johor",81100,Kempas,Johor Bahru,Johor,Swimming,,None
Human Friendly dog pool&cafe,"1, Jalan Ros Merah 2/7, Johor Jaya, 81100 Johor Bahru, Johor",81100,Johor Jaya,Johor Bahru,Johor,Food & Beverage; Swimming,Outdoor seating,None
Saturbake & Saturdate,"7, Jalan Austin Perdana 2/25, Taman Austin Perdana, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
Shiba Cafe (Reservation required),"No 01, Mount Austin, 12, Jalan Austin Heights 8/4, Taman Mount Austin, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Indoor seating,Reservations required
Restoran Kah Kah Loke @Johor Jaya总行,"62, Jalan Bakawali 39, Johor Jaya, 81100 Johor Bahru, Johor",81100,Johor Jaya,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Sunday Morning Coffee Shop,"124, Jalan Trus, Bandar Johor Bahru, 80000 Johor Bahru, Johor",81100,Jalan Trus,Johor Bahru,Johor,Food & Beverage,Indoor seating,Carrier / Stroller
Up 2 You Cafe,"82, Jalan Chengai, Taman Melodies, 80250 Johor Bahru, Johor",81100,Taman Melodies,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
You & Flo Signature · Pet Friendly,"17A, Jalan Austin Height 7/8, Taman Mount Austin, 81100 Johor Bahru. Malaysia. , Johor Bahru, Malaysia",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
淡杯阿B全蛋云吞面 Tampoi Ah B Wanton Noodles,"34, Jalan Dato Muthuthambi, Taman Tampoi, 81200 Johor Bahru, Johor",81100,Tampoi,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Yu Quan Pet Kingdom,"9-01 & 9-02, Jalan Mutiara Emas 10/19, Taman Mount Austin, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
ZERO PERCENT,"17-01, 7/7, Persiaran Austin Heights, Taman Mount Austin, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
川湘部落 Chuan & Xiang Village,"18, Jalan Austin Heights 8/2, Taman Mount Austin, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
哇烤Wowkao Barbeque Food Sdn Bhd,"G34, Jalan Austin Perdana 3/10, Taman Austin Perdana, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
米仔酸奶 RiceBoy Yogurt,"K-01-07, Pusat Perdagangan Ekoflora, 7/3, Jalan Ekoflora Utama, 81100 Johor Bahru, Johor",81100,Ekoflora,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
大成渌渌 Mount Austin,"67, Jalan Mutiara Emas 10/2, Taman Austin Perdana, 81100 Johor Bahru, Johor",81100,Mount Austin,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
裕豐海味 Yu Feng Hai Wei,"16, Jalan Serampang, Taman Pelangi, 80400 Johor Bahru, Johor",81100,Taman Pelangi,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
亚坤纯正西刀鱼丸 Ah Koong Restaurant,"266, Jalan Sutera, Taman Sentosa, 80150 Johor Bahru, Johor",81200,Taman Sentosa,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
80'90's Eighty Ninety Years Restaurant,"G-08 & G-09, Ground Floor, Tasek Central.2, Jalan Pendekar 16, Taman Ungku Tun Aminah 81300 Skudai, Johor Bahru, Johor",81300,Tun Aminah,Skudai,Johor,Food & Beverage,Outdoor seating,None
Dorayaki Sutera Utama 唔系汉堡包,"52, Jalan Sutera Tanjung 8/4, Taman Sutera Utama, 81300 Skudai, Johor",81300,Sutera,Skudai,Johor,Food & Beverage,Outdoor seating,None
LA PRIMEUR GAYA,"No.4, Selera Gaya, Jalan Gaya 1, Taman Gaya, 81800 Ulu Tiram, Johor",81300,Taman Gaya,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Restaurant Fei Teng Kao Yu沸騰烤鱼,"22, Jalan Sutera Tanjung 8/3, Taman Sutera Utama, 81300 Skudai, Johor",81300,Sutera,Skudai,Johor,Food & Beverage,Outdoor seating,None
RunningMan Korea Restaurant,"25, Jalan Sutera Tanjung 8/3, Taman Sutera Utama, 81300 Skudai, Johor",81300,Sutera,Skudai,Johor,Food & Beverage,Outdoor seating,None
"Shui Yu Zheng Feng, Sutera Utama（谁鱼争锋）","92a, Jalan Sutera Tanjung 8/3, Taman Sutera Utama, 81300 Skudai, Johor",81300,Sutera,Skudai,Johor,Food & Beverage,Outdoor seating,None
TaCodiva,"Taman Sutera Utama, 81300 Skudai, Johor",81300,Sutera,Skudai,Johor,Food & Beverage,Outdoor seating,None
Treasure Trove Sutera Utama 丰合餐厅,"No. 26, Ground Floor, Jalan Sutera Tanjung 8/4, Taman Sutera Utama, 81300 Skudai, Johor",81300,Sutera,Skudai,Johor,Food & Beverage,Outdoor seating,None
Witchery Ider,"No. 38, Jalan Perkasa 3, Taman Ungku Tun Aminah, Skudai, Johor, 81300 Johor Bahru",81300,Tun Aminah,Skudai,Johor,Food & Beverage,Outdoor seating,None
Khunya Thai Kitchen,"7a, Jalan Nb2 2/2, Taman Nusa Bestari 2, 81300 Skudai, Johor",81300,Nusa Bestari,Skudai,Johor,Food & Beverage,Outdoor seating,None
壹禾豐•人文面館 Yi He Feng Food & Tea Cultural Sdn Bhd,"34, Jalan Sutera Tanjung 8/4, Taman Sutera Utama, 81300 Skudai, Johor",81300,Sutera,Skudai,Johor,Food & Beverage,Outdoor seating,None
品馭豐 PIN YI FENG,"46, Jalan Pertama 1, Pusat Perdagangan Danga Utama, 81300, Skudai, Johor",81300,Danga Utama,Skudai,Johor,Food & Beverage,Outdoor seating,None
Afters Pastry,"56A, Jalan Pendekar 13, Taman Ungku Tun Aminah, 81300 Skudai, Johor",81300,Tun Aminah,Skudai,Johor,Food & Beverage,Indoor seating,Reservation required
早点食麵,"22, Jalan Hang Tuah 27, Taman Skudai Baru, 81300 Skudai, Johor",81300,Taman Skudai Baru,Skudai,Johor,Food & Beverage,Outdoor seating,Carrier / Stroller
CHICHA San Chen @ Sutera JB,"17, Jalan Sutera Tanjung 8/2, Taman Sutera Utama, 81300 Skudai, Johor",81300,Sutera,Skudai,Johor,Food & Beverage,Indoor seating,None
Chow Q Cafe,"71,jalan Sutera tanjung 8/3 Skudai, 81300 Johor Bahru, Johor",81300,Sutera,Skudai,Johor,Food & Beverage,Indoor seating,None
Impian Emas Park,"Jalan Impian Emas 62, Taman Impian Emas, 81300 Skudai, Johor",81300,Taman Impian Emas,Skudai,Johor,Hiking,,None
Ong & Chan Orchard,"R8JM+2P, 86200 Simpang Renggam, Johor",81300,Simpang Renggam,Simpang Renggam,Johor,Camping,None,None
Pet Holic Grooming & Cafe,"5a, Jalan Utama 34, Mutiara Rini, 81300 Skudai, Johor",81300,Mutiara Rini,Skudai,Johor,Food & Beverage,Indoor seating,None
潮順咖啡店 Teo Soon Tradisional Bread & Coffe,"10, Jalan Mutiara 1/14, 81300 Skudai, Johor",81300,Taman Mutiara Mas,Skudai,Johor,Food & Beverage,Outdoor seating,None
香港仔美食中心 Hoong Kong Boy Restaurant,"2, Jalan Dedap 22, Johor Jaya, 81100 Johor Bahru, Johor",81300,Johor Jaya,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
芽笼九巷活田鸡,"75, 51, Jalan Sutera Tanjung 8/2, Taman Sutera Utama, 81300 Skudai, Johor",81300,Sutera,Skudai,Johor,Food & Beverage,Outdoor seating,None
Bale Social,"1, Jln Polo, Leisure Farm Resort, 81560 Gelang Patah, Johor",81560,Gelang Patah,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Leisure Farm Malaysia,"No. 8, Jalan Peranginan, D. Rimbunan, 81560, Gelang Patah, Johor, Leisure Farm, 81560 Gelang Patah, Johor",81560,Gelang Patah,Gelang Patah,Johor,Park,None,None
La Olla Tapas Bar,"NO. 8, BLOK B, SEBAHAGIAN PTD 213067, Persiaran Senibong, 81750 Masai, Johor",81750,Senibong,Masai,Johor,Food & Beverage,Outdoor seating,None
Paik's BBQ Senibong,"NO 7,BLOCK B,SEBAHAGIAN PTD 213067 PERSIARAN SENIBONG,TELUK SENIBONG, Johor Bahru, Malaysia",81750,Senibong,Masai,Johor,Food & Beverage,Outdoor seating,None
古来华叔火蒸鸡,"94, 81000 Kulai, Johor",81750,Kulai,Kulai,Johor,Food & Beverage,Outdoor seating,None
Senibong Cove,"1, Persiaran Senibong, 81750 Masai, Johor",81750,Senibong,Masai,Johor,Park,,None
AH SENG,"C47, Jalan Bunga Seroja, Taman Plentong Utama, 81750 Masai, Johor",81750,Plentong,Masai,Johor,Food & Beverage,Outdoor seating,None
Beach Bistro & Clubs,"Jalan Precinct 5, 81750 Masai, Johor",81750,Java Cove,Masai,Johor,Food & Beverage,Outdoor seating,None
Golden Kim Cafe 金玉满堂茶室,"33, Jalan Permas 9/5, Bandar Baru Permas Jaya, 81750 Masai, Johor",81750,Permas Jaya,Masai,Johor,Food & Beverage,Outdoor seating,Upstairs
Minkan Yakiniku 平民烧烤,"Kiosk 17 & 18，Permas City Walks, Jalan Permas Utara, Bandar Baru Permas Jaya, 81750 Johor Bahru, Johor",81750,Permas Jaya,Masai,Johor,Food & Beverage,Outdoor seating,None
Rowan & Parsley Food Atelier,"17, Jalan Cenderai 20, Taman Perindustrian Kota Puteri, 81750 Masai, Johor",81750,Kota Puteri,Masai,Johor,Food & Beverage,Outdoor seating,Carrier / Stroller
THAT PLACE CAFE,"10, Jalan Cantik 5, Taman Pelangi Indah, 81800 Ulu Tiram, Johor",81750,Pelangi Indah,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
大丰擂茶 Tai Hong Kopitiam (百万镇 Permas 分行),"2 Jalan Permas 10/5 Bandar Baru Permas Jaya Masai, 81750 Johor Bahru, Johor",81750,Permas Jaya,Masai,Johor,Food & Beverage,Outdoor seating,None
KoffeeArt Roastery & Cafe,"30, Jalan Gaya 1, Taman Gaya, 81800 Ulu Tiram, Johor",81800,Taman Gaya,Johor Bahru,Johor,Food & Beverage,Indoor seating,None
Sunway Emerald Lake,"Sunway Citrine Hub, Lot G - 01 & 02, Persiaran Medini 3, Sunway City, 79250 Iskandar Puteri, Johor",81800,Sunway City,Iskandar Puteri,Johor,Park,,None
Cedar Point Food Centre 食得福美食中心,"10, Jalan Musang Bulan, Taman Abad, 80250 Johor Bahru, Johor",81800,Taman Century,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
许多福 XU DUO FU KOPITIAM,"12, Persiaran Austin Heights, Taman Mount Austin, 81100 Johor Bahru, Johor",81800,Mount Austin,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Koref Desaru Leisure Farm,"213, 81930 Kota Tinggi, Johor",81900,Kota Tinggi,Kota Tinggi,Johor,Camping,,None
Minyue Pottery 民月陶窑,"81900 Kota Tinggi, Johor",81930,Kota Tinggi,Kota Tinggi,Johor,Activity,,Pottery
雪山飞狐 六区 Snowy Fox District Six,"Food Court, Jalan Persiaran Johbase, Medan Kota Johbase, 86000 Kluang, Johor",81930,Kluang,Kluang,Johor,Food & Beverage,Outdoor seating,None
Capital O 90088 Mbp Leisure Resort,"tiang lampu 26, 83000, Jalan Lombong, 83000 Senggarang, Johor",83000,Senggarang,Senggarang,Johor,Pet friendly stay,None,None
韩锅烧 Korean BBQ Restaurant,"145, Jalan Pendekar 2, Taman Ungku Tun Aminah, 81300 Skudai, Johor",83000,Tun Aminah,Skudai,Johor,Food & Beverage,Outdoor seating,None
10 Kopitiam Muar 麻坡十號茶樓,"Tingkat Bawah, 82-54GF, Jalan Bakri 2, Taman Tun Dr Ismail, 84000 Muar, Johor",84000,Muar,Segamat,Johor,Food & Beverage,Outdoor seating,None
Taka Melor Eco Forest,"85300 Labis, Johor",84000,Labis,Segamat,Johor,Waterfall,,None
Coffee + Cream,"37-3 (B11, Lorong Haji Ibrahim, 84000 Muar, Johor",84000,Muar,Segamat,Johor,Food & Beverage,Outdoor seating,None
BEAN & BED,"53, Jln Muar, 84000 Muar, Johor Darul Ta'zim",84000,Muar,Segamat,Johor,Food & Beverage,Outdoor seating,None
Labis Sunrise Farm,"LOT 3091, Jalan Segamat, Labis, 85300 Segamat, Johor",85100,Labis,Segamat,Johor,Camping,,None
Segamat PG,"Kampung Kwong Sai, Jalan Labis, Segamat, 85100 Johor",85300,Labis,Segamat,Johor,Food & Beverage,Outdoor seating,None
Bukit Selantai,"Bukit Selantai, 86800, Johor",85300,Mersing,Mersing,Johor,Hiking,,None
Pandan Restaurant班蘭云吞面,"21, Jalan Harmonium 35/1, Taman Desa Tebrau, 81100 Johor Bahru, Johor",86000,Tebrau,Johor Bahru,Johor,Food & Beverage,Outdoor seating,None
Mbp Leisure Resort,"Tiang Lampu 26, 83000, Jalan Lombong, 83000 Senggarang, Johor",86200,Senggarang,Senggarang,Johor,Activity; Pet friendly stay,None,None
Tasoh Lake Perlis,"Tasoh Lake, 02400 Kangar, Perlis",02400,Kangar,Kangar,Perlis,Attraction,None,Carrier / Stroller
Caffe Diem,"44, Jalan Penjara Lama, Bandar Alor Setar, 05000 Alor Setar, Kedah",05000,Bandar Alor Setar,Alor Setar,Kedah,Food & Beverage,Outdoor seating,None
SK KIM 新菜脯鱼 Restoran Chai Por Hu,"238A Medan Putra Seberang, Jalan Putra, 05150 Alor Setar, Kedah",05150,Jalan Putra,Alor Setar,Kedah,Food & Beverage,Outdoor seating,None
Happy Happy Cenang Seafood Restaurant (真浪大家乐海鲜餐馆）,"115, Jalan Pantai Chenang, 07000 Langkawi, Kedah",07000,Pantai Cenang,Langkawi,Kedah,Food & Beverage,Outdoor seating,None
Nam Restaurant,"Bon Ton Restaurant and Resort, Laman Padi Langkawi,, Jalan Pantai Cenang, 07000 Langkawi, Kedah",07000,Pantai Cenang,Langkawi,Kedah,Food & Beverage,Outdoor seating,None
Palm View Seafood Restaurant,"LOT 1584, PANTAI CENANG, 07000 Langkawi, Kedah",07000,Pantai Cenang,Langkawi,Kedah,Food & Beverage,Outdoor seating,None
Putumayo Restaurant 复古海滨餐厅,"Pantai Chenang, Lot 1584, Jalan Pantai Chenang, Mukim Kedawang, 07000 Pulau Langkawi, Kedah",07000,Pantai Cenang,Langkawi,Kedah,Food & Beverage,Outdoor seating,None
The Fat Frog,"The Fat Frog, 99 East Estate, Jalan Padang Matsirat, Mk Ulu Melaka, 07000 Langkawi, Kedah",07000,Padang Matsirat,Langkawi,Kedah,Food & Beverage,Outdoor seating,None
Yellow Beach Cafe,"Jalan Pantai Cenang, Pantai Cenang, 07000 Langkawi, Kedah",07000,Pantai Cenang,Langkawi,Kedah,Food & Beverage,Outdoor seating,None
Deli Bee Cafe and Restaurant,"Lot 42, Pusat Perniagaan Kelana Mas Kuah, 07000 Langkawi, Kedah",07000,Kuah,Langkawi,Kedah,Food & Beverage,Outdoor seating,None
Hidden Langkawi,"2461, Jalan Pantai Tengah, 07000 Langkawi, Kedah",07000,Pantai Tengah,Langkawi,Kedah,Food & Beverage,Outdoor seating,None
